Sitting Day,Senate Link,Reps Link
27/02/1985,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1985-02-27/toc_sgml/senate 1985-02-27.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1985-02-27/toc_sgml/reps 1985-02-27.sgm
26/02/1985,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1985-02-26/toc_sgml/senate 1985-02-26.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1985-02-26/toc_sgml/reps 1985-02-26.sgm
25/02/1985,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1985-02-25/toc_sgml/senate 1985-02-25.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1985-02-25/toc_sgml/reps 1985-02-25.sgm
22/02/1985,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1985-02-22/toc_sgml/senate 1985-02-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1985-02-22/toc_sgml/reps 1985-02-22.sgm
21/02/1985,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1985-02-21/toc_sgml/senate 1985-02-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1985-02-21/toc_sgml/reps 1985-02-21.sgm
24/10/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-10-24/toc_sgml/senate 1984-10-24.sgm,
23/10/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-10-23/toc_sgml/senate 1984-10-23.sgm,
22/10/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-10-22/toc_sgml/senate 1984-10-22.sgm,
19/10/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-10-19/toc_sgml/senate 1984-10-19.sgm,
18/10/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-10-18/toc_sgml/senate 1984-10-18.sgm,
17/10/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-10-17/toc_sgml/senate 1984-10-17.sgm,
16/10/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-10-16/toc_sgml/senate 1984-10-16.sgm,
11/10/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-10-11/toc_sgml/senate 1984-10-11.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-10-11/toc_sgml/reps 1984-10-11.sgm
10/10/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-10-10/toc_sgml/senate 1984-10-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-10-10/toc_sgml/reps 1984-10-10.sgm
9/10/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-10-09/toc_sgml/senate 1984-10-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-10-09/toc_sgml/reps 1984-10-09.sgm
8/10/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-10-08/toc_sgml/senate 1984-10-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-10-08/toc_sgml/reps 1984-10-08.sgm
5/10/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-10-05/toc_sgml/senate 1984-10-05.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-10-05/toc_sgml/reps 1984-10-05.sgm
4/10/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-10-04/toc_sgml/senate 1984-10-04.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-10-04/toc_sgml/reps 1984-10-04.sgm
3/10/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-10-03/toc_sgml/senate 1984-10-03.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-10-03/toc_sgml/reps 1984-10-03.sgm
2/10/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-10-02/toc_sgml/senate 1984-10-02.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-10-02/toc_sgml/reps 1984-10-02.sgm
13/09/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-09-13/toc_sgml/senate 1984-09-13.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-09-13/toc_sgml/reps 1984-09-13.sgm
12/09/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-09-12/toc_sgml/senate 1984-09-12.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-09-12/toc_sgml/reps 1984-09-12.sgm
11/09/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-09-11/toc_sgml/senate 1984-09-11.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-09-11/toc_sgml/reps 1984-09-11.sgm
10/09/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-09-10/toc_sgml/senate 1984-09-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-09-10/toc_sgml/reps 1984-09-10.sgm
7/09/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-09-07/toc_sgml/senate 1984-09-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-09-07/toc_sgml/reps 1984-09-07.sgm
6/09/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-09-06/toc_sgml/senate 1984-09-06.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-09-06/toc_sgml/reps 1984-09-06.sgm
5/09/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-09-05/toc_sgml/senate 1984-09-05.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-09-05/toc_sgml/reps 1984-09-05.sgm
4/09/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-09-04/toc_sgml/senate 1984-09-04.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-09-04/toc_sgml/reps 1984-09-04.sgm
24/08/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-08-24/toc_sgml/senate 1984-08-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-08-24/toc_sgml/reps 1984-08-24.sgm
23/08/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-08-23/toc_sgml/senate 1984-08-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-08-23/toc_sgml/reps 1984-08-23.sgm
22/08/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-08-22/toc_sgml/senate 1984-08-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-08-22/toc_sgml/reps 1984-08-22.sgm
21/08/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-08-21/toc_sgml/senate 1984-08-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-08-21/toc_sgml/reps 1984-08-21.sgm
15/06/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-06-15/toc_sgml/senate 1984-06-15.sgm,
14/06/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-06-14/toc_sgml/senate 1984-06-14.sgm,
13/06/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-06-13/toc_sgml/senate 1984-06-13.sgm,
12/06/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-06-12/toc_sgml/senate 1984-06-12.sgm,
7/06/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-06-07/toc_sgml/senate 1984-06-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-06-07/toc_sgml/reps 1984-06-07.sgm
6/06/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-06-06/toc_sgml/senate 1984-06-06.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-06-06/toc_sgml/reps 1984-06-06.sgm
5/06/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-06-05/toc_sgml/senate 1984-06-05.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-06-05/toc_sgml/reps 1984-06-05.sgm
4/06/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-06-04/toc_sgml/senate 1984-06-04.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-06-04/toc_sgml/reps 1984-06-04.sgm
1/06/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-06-01/toc_sgml/senate 1984-06-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-06-01/toc_sgml/reps 1984-06-01.sgm
31/05/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-05-31/toc_sgml/senate 1984-05-31.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-05-31/toc_sgml/reps 1984-05-31.sgm
30/05/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-05-30/toc_sgml/senate 1984-05-30.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-05-30/toc_sgml/reps 1984-05-30.sgm
29/05/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-05-29/toc_sgml/senate 1984-05-29.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-05-29/toc_sgml/reps 1984-05-29.sgm
10/05/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-05-10/toc_sgml/senate 1984-05-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-05-10/toc_sgml/reps 1984-05-10.sgm
9/05/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-05-09/toc_sgml/senate 1984-05-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-05-09/toc_sgml/reps 1984-05-09.sgm
8/05/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-05-08/toc_sgml/senate 1984-05-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-05-08/toc_sgml/reps 1984-05-08.sgm
7/05/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-05-07/toc_sgml/senate 1984-05-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-05-07/toc_sgml/reps 1984-05-07.sgm
4/05/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-05-04/toc_sgml/senate 1984-05-04.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-05-04/toc_sgml/reps 1984-05-04.sgm
3/05/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-05-03/toc_sgml/senate 1984-05-03.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-05-03/toc_sgml/reps 1984-05-03.sgm
2/05/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-05-02/toc_sgml/senate 1984-05-02.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-05-02/toc_sgml/reps 1984-05-02.sgm
1/05/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-05-01/toc_sgml/senate 1984-05-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-05-01/toc_sgml/reps 1984-05-01.sgm
5/04/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-04-05/toc_sgml/senate 1984-04-05.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-04-05/toc_sgml/reps 1984-04-05.sgm
4/04/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-04-04/toc_sgml/senate 1984-04-04.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-04-04/toc_sgml/reps 1984-04-04.sgm
3/04/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-04-03/toc_sgml/senate 1984-04-03.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-04-03/toc_sgml/reps 1984-04-03.sgm
2/04/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-04-02/toc_sgml/senate 1984-04-02.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-04-02/toc_sgml/reps 1984-04-02.sgm
30/03/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-03-30/toc_sgml/senate 1984-03-30.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-03-30/toc_sgml/reps 1984-03-30.sgm
29/03/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-03-29/toc_sgml/senate 1984-03-29.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-03-29/toc_sgml/reps 1984-03-29.sgm
28/03/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-03-28/toc_sgml/senate 1984-03-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-03-28/toc_sgml/reps 1984-03-28.sgm
27/03/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-03-27/toc_sgml/senate 1984-03-27.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-03-27/toc_sgml/reps 1984-03-27.sgm
8/03/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-03-08/toc_sgml/senate 1984-03-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-03-08/toc_sgml/reps 1984-03-08.sgm
7/03/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-03-07/toc_sgml/senate 1984-03-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-03-07/toc_sgml/reps 1984-03-07.sgm
6/03/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-03-06/toc_sgml/senate 1984-03-06.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-03-06/toc_sgml/reps 1984-03-06.sgm
5/03/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-03-05/toc_sgml/senate 1984-03-05.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-03-05/toc_sgml/reps 1984-03-05.sgm
2/03/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-03-02/toc_sgml/senate 1984-03-02.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-03-02/toc_sgml/reps 1984-03-02.sgm
1/03/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-03-01/toc_sgml/senate 1984-03-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-03-01/toc_sgml/reps 1984-03-01.sgm
29/02/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-02-29/toc_sgml/senate 1984-02-29.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-02-29/toc_sgml/reps 1984-02-29.sgm
28/02/1984,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1984-02-28/toc_sgml/senate 1984-02-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1984-02-28/toc_sgml/reps 1984-02-28.sgm
16/12/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-12-16/toc_sgml/senate 1983-12-16.sgm,
15/12/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-12-15/toc_sgml/senate 1983-12-15.sgm,
14/12/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-12-14/toc_sgml/senate 1983-12-14.sgm,
13/12/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-12-13/toc_sgml/senate 1983-12-13.sgm,
9/12/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-12-09/toc_sgml/senate 1983-12-09.sgm,
8/12/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-12-08/toc_sgml/senate 1983-12-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-12-08/toc_sgml/reps 1983-12-08.sgm
7/12/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-12-07/toc_sgml/senate 1983-12-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-12-07/toc_sgml/reps 1983-12-07.sgm
6/12/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-12-06/toc_sgml/senate 1983-12-06.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-12-06/toc_sgml/reps 1983-12-06.sgm
2/12/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-12-02/toc_sgml/senate 1983-12-02.sgm,
1/12/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-12-01/toc_sgml/senate 1983-12-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-12-01/toc_sgml/reps 1983-12-01.sgm
30/11/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-11-30/toc_sgml/senate 1983-11-30.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-11-30/toc_sgml/reps 1983-11-30.sgm
29/11/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-11-29/toc_sgml/senate 1983-11-29.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-11-29/toc_sgml/reps 1983-11-29.sgm
18/11/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-11-18/toc_sgml/senate 1983-11-18.sgm,
17/11/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-11-17/toc_sgml/senate 1983-11-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-11-17/toc_sgml/reps 1983-11-17.sgm
16/11/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-11-16/toc_sgml/senate 1983-11-16.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-11-16/toc_sgml/reps 1983-11-16.sgm
15/11/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-11-15/toc_sgml/senate 1983-11-15.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-11-15/toc_sgml/reps 1983-11-15.sgm
10/11/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-11-10/toc_sgml/senate 1983-11-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-11-10/toc_sgml/reps 1983-11-10.sgm
9/11/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-11-09/toc_sgml/senate 1983-11-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-11-09/toc_sgml/reps 1983-11-09.sgm
8/11/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-11-08/toc_sgml/senate 1983-11-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-11-08/toc_sgml/reps 1983-11-08.sgm
3/11/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-11-03/toc_sgml/senate 1983-11-03.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-11-03/toc_sgml/reps 1983-11-03.sgm
2/11/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-11-02/toc_sgml/senate 1983-11-02.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-11-02/toc_sgml/reps 1983-11-02.sgm
1/11/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-11-01/toc_sgml/senate 1983-11-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-11-01/toc_sgml/reps 1983-11-01.sgm
21/10/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-10-21/toc_sgml/senate 1983-10-21.sgm,
20/10/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-10-20/toc_sgml/senate 1983-10-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-10-20/toc_sgml/reps 1983-10-20.sgm
19/10/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-10-19/toc_sgml/senate 1983-10-19.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-10-19/toc_sgml/reps 1983-10-19.sgm
18/10/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-10-18/toc_sgml/senate 1983-10-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-10-18/toc_sgml/reps 1983-10-18.sgm
13/10/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-10-13/toc_sgml/senate 1983-10-13.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-10-13/toc_sgml/reps 1983-10-13.sgm
12/10/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-10-12/toc_sgml/senate 1983-10-12.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-10-12/toc_sgml/reps 1983-10-12.sgm
11/10/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-10-11/toc_sgml/senate 1983-10-11.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-10-11/toc_sgml/reps 1983-10-11.sgm
7/10/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-10-07/toc_sgml/senate 1983-10-07.sgm,
6/10/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-10-06/toc_sgml/senate 1983-10-06.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-10-06/toc_sgml/reps 1983-10-06.sgm
5/10/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-10-05/toc_sgml/senate 1983-10-05.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-10-05/toc_sgml/reps 1983-10-05.sgm
4/10/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-10-04/toc_sgml/senate 1983-10-04.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-10-04/toc_sgml/reps 1983-10-04.sgm
22/09/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-09-22/toc_sgml/senate 1983-09-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-09-22/toc_sgml/reps 1983-09-22.sgm
21/09/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-09-21/toc_sgml/senate 1983-09-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-09-21/toc_sgml/reps 1983-09-21.sgm
20/09/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-09-20/toc_sgml/senate 1983-09-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-09-20/toc_sgml/reps 1983-09-20.sgm
15/09/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-09-15/toc_sgml/senate 1983-09-15.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-09-15/toc_sgml/reps 1983-09-15.sgm
14/09/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-09-14/toc_sgml/senate 1983-09-14.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-09-14/toc_sgml/reps 1983-09-14.sgm
13/09/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-09-13/toc_sgml/senate 1983-09-13.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-09-13/toc_sgml/reps 1983-09-13.sgm
8/09/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-09-08/toc_sgml/senate 1983-09-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-09-08/toc_sgml/reps 1983-09-08.sgm
7/09/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-09-07/toc_sgml/senate 1983-09-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-09-07/toc_sgml/reps 1983-09-07.sgm
6/09/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-09-06/toc_sgml/senate 1983-09-06.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-09-06/toc_sgml/reps 1983-09-06.sgm
25/08/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-08-25/toc_sgml/senate 1983-08-25.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-08-25/toc_sgml/reps 1983-08-25.sgm
24/08/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-08-24/toc_sgml/senate 1983-08-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-08-24/toc_sgml/reps 1983-08-24.sgm
23/08/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-08-23/toc_sgml/senate 1983-08-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-08-23/toc_sgml/reps 1983-08-23.sgm
3/06/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-06-03/toc_sgml/senate 1983-06-03.sgm,
2/06/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-06-02/toc_sgml/senate 1983-06-02.sgm,
1/06/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-06-01/toc_sgml/senate 1983-06-01.sgm,
31/05/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-05-31/toc_sgml/senate 1983-05-31.sgm,
26/05/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-05-26/toc_sgml/senate 1983-05-26.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-05-26/toc_sgml/reps 1983-05-26.sgm
25/05/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-05-25/toc_sgml/senate 1983-05-25.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-05-25/toc_sgml/reps 1983-05-25.sgm
24/05/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-05-24/toc_sgml/senate 1983-05-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-05-24/toc_sgml/reps 1983-05-24.sgm
19/05/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-05-19/toc_sgml/senate 1983-05-19.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-05-19/toc_sgml/reps 1983-05-19.sgm
18/05/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-05-18/toc_sgml/senate 1983-05-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-05-18/toc_sgml/reps 1983-05-18.sgm
17/05/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-05-17/toc_sgml/senate 1983-05-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-05-17/toc_sgml/reps 1983-05-17.sgm
