Sitting Day,Senate Link,Reps Link
12/05/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-05-12/toc_sgml/senate 1983-05-12.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-05-12/toc_sgml/reps 1983-05-12.sgm
11/05/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-05-11/toc_sgml/senate 1983-05-11.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-05-11/toc_sgml/reps 1983-05-11.sgm
10/05/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-05-10/toc_sgml/senate 1983-05-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-05-10/toc_sgml/reps 1983-05-10.sgm
5/05/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-05-05/toc_sgml/senate 1983-05-05.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-05-05/toc_sgml/reps 1983-05-05.sgm
4/05/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-05-04/toc_sgml/senate 1983-05-04.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-05-04/toc_sgml/reps 1983-05-04.sgm
3/05/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-05-03/toc_sgml/senate 1983-05-03.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-05-03/toc_sgml/reps 1983-05-03.sgm
22/04/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-04-22/toc_sgml/senate 1983-04-22.sgm,
21/04/1983,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1983-04-21/toc_sgml/senate 1983-04-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1983-04-21/toc_sgml/reps 1983-04-21.sgm
16/12/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-12-16/toc_sgml/senate 1982-12-16.sgm,
15/12/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-12-15/toc_sgml/senate 1982-12-15.sgm,
14/12/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-12-14/toc_sgml/senate 1982-12-14.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-12-14/toc_sgml/reps 1982-12-14.sgm
9/12/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-12-09/toc_sgml/senate 1982-12-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-12-09/toc_sgml/reps 1982-12-09.sgm
8/12/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-12-08/toc_sgml/senate 1982-12-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-12-08/toc_sgml/reps 1982-12-08.sgm
7/12/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-12-07/toc_sgml/senate 1982-12-07.sgm,
2/12/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-12-02/toc_sgml/senate 1982-12-02.sgm,
1/12/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-12-01/toc_sgml/senate 1982-12-01.sgm,
30/11/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-11-30/toc_sgml/senate 1982-11-30.sgm,
25/11/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-11-25/toc_sgml/senate 1982-11-25.sgm,
24/11/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-11-24/toc_sgml/senate 1982-11-24.sgm,
23/11/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-11-23/toc_sgml/senate 1982-11-23.sgm,
19/11/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-11-19/toc_sgml/senate 1982-11-19.sgm,
18/11/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-11-18/toc_sgml/senate 1982-11-18.sgm,
17/11/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-11-17/toc_sgml/senate 1982-11-17.sgm,
16/11/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-11-16/toc_sgml/senate 1982-11-16.sgm,
11/11/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-11-11/toc_sgml/senate 1982-11-11.sgm,
10/11/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-11-10/toc_sgml/senate 1982-11-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-11-10/toc_sgml/reps 1982-11-10.sgm
9/11/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-11-09/toc_sgml/senate 1982-11-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-11-09/toc_sgml/reps 1982-11-09.sgm
28/10/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-10-28/toc_sgml/senate 1982-10-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-10-28/toc_sgml/reps 1982-10-28.sgm
27/10/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-10-27/toc_sgml/senate 1982-10-27.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-10-27/toc_sgml/reps 1982-10-27.sgm
26/10/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-10-26/toc_sgml/senate 1982-10-26.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-10-26/toc_sgml/reps 1982-10-26.sgm
21/10/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-10-21/toc_sgml/senate 1982-10-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-10-21/toc_sgml/reps 1982-10-21.sgm
20/10/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-10-20/toc_sgml/senate 1982-10-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-10-20/toc_sgml/reps 1982-10-20.sgm
19/10/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-10-19/toc_sgml/senate 1982-10-19.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-10-19/toc_sgml/reps 1982-10-19.sgm
14/10/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-10-14/toc_sgml/senate 1982-10-14.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-10-14/toc_sgml/reps 1982-10-14.sgm
13/10/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-10-13/toc_sgml/senate 1982-10-13.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-10-13/toc_sgml/reps 1982-10-13.sgm
12/10/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-10-12/toc_sgml/senate 1982-10-12.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-10-12/toc_sgml/reps 1982-10-12.sgm
23/09/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-09-23/toc_sgml/senate 1982-09-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-09-23/toc_sgml/reps 1982-09-23.sgm
22/09/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-09-22/toc_sgml/senate 1982-09-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-09-22/toc_sgml/reps 1982-09-22.sgm
21/09/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-09-21/toc_sgml/senate 1982-09-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-09-21/toc_sgml/reps 1982-09-21.sgm
16/09/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-09-16/toc_sgml/senate 1982-09-16.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-09-16/toc_sgml/reps 1982-09-16.sgm
15/09/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-09-15/toc_sgml/senate 1982-09-15.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-09-15/toc_sgml/reps 1982-09-15.sgm
14/09/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-09-14/toc_sgml/senate 1982-09-14.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-09-14/toc_sgml/reps 1982-09-14.sgm
9/09/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-09-09/toc_sgml/senate 1982-09-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-09-09/toc_sgml/reps 1982-09-09.sgm
8/09/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-09-08/toc_sgml/senate 1982-09-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-09-08/toc_sgml/reps 1982-09-08.sgm
7/09/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-09-07/toc_sgml/senate 1982-09-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-09-07/toc_sgml/reps 1982-09-07.sgm
26/08/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-08-26/toc_sgml/senate 1982-08-26.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-08-26/toc_sgml/reps 1982-08-26.sgm
25/08/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-08-25/toc_sgml/senate 1982-08-25.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-08-25/toc_sgml/reps 1982-08-25.sgm
24/08/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-08-24/toc_sgml/senate 1982-08-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-08-24/toc_sgml/reps 1982-08-24.sgm
19/08/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-08-19/toc_sgml/senate 1982-08-19.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-08-19/toc_sgml/reps 1982-08-19.sgm
18/08/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-08-18/toc_sgml/senate 1982-08-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-08-18/toc_sgml/reps 1982-08-18.sgm
17/08/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-08-17/toc_sgml/senate 1982-08-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-08-17/toc_sgml/reps 1982-08-17.sgm
27/05/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-05-27/toc_sgml/senate 1982-05-27.sgm,
26/05/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-05-26/toc_sgml/senate 1982-05-26.sgm,
25/05/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-05-25/toc_sgml/senate 1982-05-25.sgm,
20/05/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-05-20/toc_sgml/senate 1982-05-20.sgm,
19/05/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-05-19/toc_sgml/senate 1982-05-19.sgm,
18/05/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-05-18/toc_sgml/senate 1982-05-18.sgm,
6/05/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-05-06/toc_sgml/senate 1982-05-06.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-05-06/toc_sgml/reps 1982-05-06.sgm
5/05/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-05-05/toc_sgml/senate 1982-05-05.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-05-05/toc_sgml/reps 1982-05-05.sgm
4/05/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-05-04/toc_sgml/senate 1982-05-04.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-05-04/toc_sgml/reps 1982-05-04.sgm
29/04/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-04-29/toc_sgml/senate 1982-04-29.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-04-29/toc_sgml/reps 1982-04-29.sgm
28/04/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-04-28/toc_sgml/senate 1982-04-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-04-28/toc_sgml/reps 1982-04-28.sgm
27/04/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-04-27/toc_sgml/senate 1982-04-27.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-04-27/toc_sgml/reps 1982-04-27.sgm
22/04/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-04-22/toc_sgml/senate 1982-04-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-04-22/toc_sgml/reps 1982-04-22.sgm
21/04/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-04-21/toc_sgml/senate 1982-04-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-04-21/toc_sgml/reps 1982-04-21.sgm
20/04/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-04-20/toc_sgml/senate 1982-04-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-04-20/toc_sgml/reps 1982-04-20.sgm
25/03/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-03-25/toc_sgml/senate 1982-03-25.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-03-25/toc_sgml/reps 1982-03-25.sgm
24/03/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-03-24/toc_sgml/senate 1982-03-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-03-24/toc_sgml/reps 1982-03-24.sgm
23/03/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-03-23/toc_sgml/senate 1982-03-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-03-23/toc_sgml/reps 1982-03-23.sgm
18/03/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-03-18/toc_sgml/senate 1982-03-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-03-18/toc_sgml/reps 1982-03-18.sgm
17/03/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-03-17/toc_sgml/senate 1982-03-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-03-17/toc_sgml/reps 1982-03-17.sgm
16/03/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-03-16/toc_sgml/senate 1982-03-16.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-03-16/toc_sgml/reps 1982-03-16.sgm
11/03/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-03-11/toc_sgml/senate 1982-03-11.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-03-11/toc_sgml/reps 1982-03-11.sgm
10/03/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-03-10/toc_sgml/senate 1982-03-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-03-10/toc_sgml/reps 1982-03-10.sgm
9/03/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-03-09/toc_sgml/senate 1982-03-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-03-09/toc_sgml/reps 1982-03-09.sgm
25/02/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-02-25/toc_sgml/senate 1982-02-25.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-02-25/toc_sgml/reps 1982-02-25.sgm
24/02/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-02-24/toc_sgml/senate 1982-02-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-02-24/toc_sgml/reps 1982-02-24.sgm
23/02/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-02-23/toc_sgml/senate 1982-02-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-02-23/toc_sgml/reps 1982-02-23.sgm
18/02/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-02-18/toc_sgml/senate 1982-02-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-02-18/toc_sgml/reps 1982-02-18.sgm
17/02/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-02-17/toc_sgml/senate 1982-02-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-02-17/toc_sgml/reps 1982-02-17.sgm
16/02/1982,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1982-02-16/toc_sgml/senate 1982-02-16.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1982-02-16/toc_sgml/reps 1982-02-16.sgm
26/11/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-11-26/toc_sgml/senate 1981-11-26.sgm,
25/11/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-11-25/toc_sgml/senate 1981-11-25.sgm,
24/11/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-11-24/toc_sgml/senate 1981-11-24.sgm,
19/11/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-11-19/toc_sgml/senate 1981-11-19.sgm,
18/11/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-11-18/toc_sgml/senate 1981-11-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-11-18/toc_sgml/reps 1981-11-18.sgm
17/11/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-11-17/toc_sgml/senate 1981-11-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-11-17/toc_sgml/reps 1981-11-17.sgm
12/11/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-11-12/toc_sgml/senate 1981-11-12.sgm,
11/11/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-11-11/toc_sgml/senate 1981-11-11.sgm,
10/11/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-11-10/toc_sgml/senate 1981-11-10.sgm,
29/10/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-10-29/toc_sgml/senate 1981-10-29.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-10-29/toc_sgml/reps 1981-10-29.sgm
28/10/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-10-28/toc_sgml/senate 1981-10-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-10-28/toc_sgml/reps 1981-10-28.sgm
27/10/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-10-27/toc_sgml/senate 1981-10-27.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-10-27/toc_sgml/reps 1981-10-27.sgm
22/10/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-10-22/toc_sgml/senate 1981-10-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-10-22/toc_sgml/reps 1981-10-22.sgm
21/10/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-10-21/toc_sgml/senate 1981-10-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-10-21/toc_sgml/reps 1981-10-21.sgm
20/10/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-10-20/toc_sgml/senate 1981-10-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-10-20/toc_sgml/reps 1981-10-20.sgm
15/10/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-10-15/toc_sgml/senate 1981-10-15.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-10-15/toc_sgml/reps 1981-10-15.sgm
14/10/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-10-14/toc_sgml/senate 1981-10-14.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-10-14/toc_sgml/reps 1981-10-14.sgm
13/10/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-10-13/toc_sgml/senate 1981-10-13.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-10-13/toc_sgml/reps 1981-10-13.sgm
24/09/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-09-24/toc_sgml/senate 1981-09-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-09-24/toc_sgml/reps 1981-09-24.sgm
23/09/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-09-23/toc_sgml/senate 1981-09-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-09-23/toc_sgml/reps 1981-09-23.sgm
22/09/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-09-22/toc_sgml/senate 1981-09-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-09-22/toc_sgml/reps 1981-09-22.sgm
17/09/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-09-17/toc_sgml/senate 1981-09-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-09-17/toc_sgml/reps 1981-09-17.sgm
16/09/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-09-16/toc_sgml/senate 1981-09-16.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-09-16/toc_sgml/reps 1981-09-16.sgm
15/09/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-09-15/toc_sgml/senate 1981-09-15.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-09-15/toc_sgml/reps 1981-09-15.sgm
10/09/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-09-10/toc_sgml/senate 1981-09-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-09-10/toc_sgml/reps 1981-09-10.sgm
9/09/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-09-09/toc_sgml/senate 1981-09-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-09-09/toc_sgml/reps 1981-09-09.sgm
8/09/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-09-08/toc_sgml/senate 1981-09-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-09-08/toc_sgml/reps 1981-09-08.sgm
27/08/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-08-27/toc_sgml/senate 1981-08-27.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-08-27/toc_sgml/reps 1981-08-27.sgm
26/08/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-08-26/toc_sgml/senate 1981-08-26.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-08-26/toc_sgml/reps 1981-08-26.sgm
25/08/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-08-25/toc_sgml/senate 1981-08-25.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-08-25/toc_sgml/reps 1981-08-25.sgm
20/08/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-08-20/toc_sgml/senate 1981-08-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-08-20/toc_sgml/reps 1981-08-20.sgm
19/08/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-08-19/toc_sgml/senate 1981-08-19.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-08-19/toc_sgml/reps 1981-08-19.sgm
18/08/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-08-18/toc_sgml/senate 1981-08-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-08-18/toc_sgml/reps 1981-08-18.sgm
12/06/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-06-12/toc_sgml/senate 1981-06-12.sgm,
11/06/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-06-11/toc_sgml/senate 1981-06-11.sgm,
10/06/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-06-10/toc_sgml/senate 1981-06-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-06-10/toc_sgml/reps 1981-06-10.sgm
9/06/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-06-09/toc_sgml/senate 1981-06-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-06-09/toc_sgml/reps 1981-06-09.sgm
5/06/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-06-05/toc_sgml/senate 1981-06-05.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-06-05/toc_sgml/reps 1981-06-05.sgm
4/06/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-06-04/toc_sgml/senate 1981-06-04.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-06-04/toc_sgml/reps 1981-06-04.sgm
3/06/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-06-03/toc_sgml/senate 1981-06-03.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-06-03/toc_sgml/reps 1981-06-03.sgm
2/06/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-06-02/toc_sgml/senate 1981-06-02.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-06-02/toc_sgml/reps 1981-06-02.sgm
29/05/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-05-29/toc_sgml/senate 1981-05-29.sgm,
28/05/1981,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1981-05-28/toc_sgml/senate 1981-05-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1981-05-28/toc_sgml/reps 1981-05-28.sgm
